USER_ID,alaska basil,alcohol future,alice ticket,alien potato,asia jacket,aztec iris,balance hostel,betty today,boston house,bronze sweden,bundle forget,cairo monarch,choice copy,cinema complex,cipher empty,cockpit circle,comedy clean,daniel global,degree forever,diana chariot,diesel jason,diploma vocal,epoxy insect,explain heaven,flame street,fractal heart,fresh shave,frozen command,gelatin prime,glass alpine,good info,gossip cotton,hand inca,harbor moral,helena poncho,henry distant,invent topic,judge sunday,july miami,kermit desert,leonid antenna,lesson switch,lexicon ingrid,liquid baggage,logic channel,loyal jungle,master nobody,medusa cuba,mercy chaos,mineral barcode,moment seminar,motel marvin,neptune before,ninja saga,north speed,nurse october,office triton,pardon thomas,parody athena,pegasus respond,percent edison,plume cowboy,provide flex,reverse royal,rider shine,sabine emotion,saint texas,salon pulse,scale phone,season arthur,segment meter,senator ozone,serial organic,shannon resume,sheriff java,silk gizmo,silver plate,similar malta,siren junior,solid express,spray karma,stella micro,stop door,sushi import,tarzan juliet,telecom pluto,textile strange,theory france,torso cricket,tower fantasy,trivial neon,tuna relax,tunnel nerve,turtle pierre,update vibrate,vampire teacher,ventura next,vodka bahama,volume pasta,zero nikita
110730,,,,,9,,5,,2,8,,,2,2,,,5,5,7,6,1,8,,,3,,2,,,7,,5,,,4,8,1,,,,4,,3,,2,7,3,,6,3,,,3,,,,5,3,5,6,,,,,6,5,,,,,,,1,4,,,3,,,,7,,,,,,4,,,3,3,1,,3,8,6,7,2,3,
110738,,2,,3,9,,4,,,,,,,2,2,2,,4,7,,,,,2,,2,3,,,5,,,,,,8,3,,,6,,,,,,,3,6,,,6,6,4,,7,,7,4,,6,4,,,7,5,5,5,5,4,,,,,,,,5,,,,6,7,6,4,7,,6,,,,4,,,4,,,,3,,
110743,2,,,,,8,,9,,,,,,,5,,,,,6,5,,3,,7,1,6,6,,,3,5,0,,,,3,5,8,1,,,1,8,8,3,4,6,1,5,1,,6,,,,,7,10,8,,,8,,,3,,7,,4,,,,3,1,,,5,2,4,,,8,,,2,9,,,,4,,2,4,,7,5,6,,7
110745,8,,,6,4,,,1,,7,,,,2,,9,,,,4,,1,5,,,8,,,,9,7,5,,5,,,,,,8,,,8,3,,7,5,,,,,9,,,,,,2,,2,6,,,,9,,1,3,9,,7,,,,10,9,,6,7,,4,2,,,7,8,,,,4,,,8,7,,5,5,,1,4
110746,3,9,,,3,4,9,,,,9,8,,8,,,10,,3,,5,,9,9,,3,,2,,2,8,6,4,,,,,4,,8,6,10,0,,4,7,,7,5,8,,1,4,,5,,,,2,,6,5,,1,7,4,3,,,,,4,,,,2,4,,6,,9,5,,1,,4,5,,8,,0,8,4,9,,1,,1,1,
110749,10,3,0,6,0,4,,7,7,3,4,,,,9,,4,,,1,,,,8,,9,9,1,,1,8,,,10,10,6,10,,,6,,5,4,,9,,,9,5,,10,2,,2,,,10,,,,8,,,0,3,,9,,,,,,,,7,1,,6,,1,2,2,,,8,,8,7,3,4,9,,7,,3,,,,10,
110754,0,10,9,,,,,,1,1,,,,,,0,,0,4,,8,9,,,,,,,5,,,5,,,0,9,,,10,,,,,,,,6,6,0,7,,,9,10,0,,1,7,,9,,0,10,10,0,4,,,0,,1,,,3,,,9,,1,3,9,10,9,1,,,,1,1,5,,4,1,6,9,8,,,10,
110762,,,,,,,5,,7,5,,3,,6,6,,6,,,,,,7,5,3,4,,3,,,,5,4,5,5,3,7,,,5,5,5,6,,,,5,,5,2,,,,4,,,7,6,5,,,,,5,,2,5,,5,7,5,,,5,,7,,2,,7,2,,7,,5,,,5,,6,,7,4,,,,,,5,3
110768,,,,5,,6,3,,,4,,,4,4,,3,5,2,,,3,,,5,4,,,8,,,3,4,6,,,,1,7,2,,,4,7,,,,8,3,,,,,7,6,5,,,,,,,,8,,7,5,,,6,6,6,8,,4,,9,,,,8,,6,,,2,,2,,6,,2,1,,7,,,,,,
110769,6,,,,5,5,3,6,,7,,4,,5,7,,,5,5,7,4,,,2,,7,5,,4,6,,,6,6,,,,5,,4,,,8,,5,4,7,4,6,,4,,5,7,,5,,4,7,5,,4,8,7,,6,5,,6,5,4,,,8,,6,,6,4,,3,5,3,,4,6,,,,,7,3,6,,8,7,5,7,,
110776,,,,1,10,,,1,,,,1,,1,1,,,8,8,2,1,,,0,,,1,10,,,,,,,,10,,2,0,8,,4,0,,3,,,,,1,9,4,,7,9,3,10,,,6,,1,,,,,,9,,0,3,,4,,,5,,,2,,,,7,3,,5,,,,,4,2,7,,9,,10,,7,
110778,,,0,,,4,,,8,,,0,9,1,6,7,,9,7,,,1,0,8,,0,9,,9,7,2,6,3,,0,1,,8,7,2,9,,,,,,,5,7,,9,5,4,,0,,10,,,8,2,,,9,,3,,,,1,2,1,4,,6,,7,,,,,,0,3,10,5,8,,,,,,,,3,3,3,,8,8
110780,4,,,,,,,9,,,,7,6,,,1,,5,,7,,1,1,,8,8,8,8,2,,,7,7,8,8,9,,0,,,5,4,2,,2,8,,,6,,9,6,9,7,,6,,3,2,3,7,,9,,3,10,,7,6,1,3,,,,9,2,8,,2,,,9,,,7,,,6,10,,2,2,8,9,3,,,0,6,8
110784,,,10,4,9,,4,,,,,6,,1,,2,,,7,,,,1,,,1,1,,6,,6,,6,,5,,1,5,0,7,3,2,2,6,,8,,4,,,2,7,,,,1,,,4,6,5,,,9,,,,2,4,,,,1,4,8,9,,,,,8,,,,5,,3,7,9,2,,1,6,,,,7,1,,5
110794,,8,,,,7,3,9,3,,1,9,,,,1,5,,4,6,,6,3,3,7,,7,6,,,,,2,,,8,,3,9,3,7,,,,6,4,5,6,,,,2,7,,,,,7,8,6,,1,8,,,6,,,,,3,5,,4,3,1,,,,,7,,,2,,3,,,,,4,5,4,,6,8,,,,7
110804,5,5,,5,,,,,,,5,4,,5,,,5,5,,5,,,,,5,5,6,,,,5,,5,,,5,,,,,,5,4,,,,,,,6,,,,,4,4,,,5,5,,5,,5,,,5,,5,5,5,5,5,5,,5,,,5,,5,5,,4,,5,5,6,,5,,4,5,5,,5,5,,5,5
110808,,2,2,,,2,,1,,5,8,1,,,,9,6,8,5,4,2,,,,3,,,,,,5,4,8,5,8,,7,8,,,,1,8,,6,,,,8,,6,7,3,2,,5,7,4,3,4,4,,,2,8,,2,,,7,,6,7,6,,9,2,3,8,8,2,,4,8,5,,,,,7,,,5,3,3,,5,,2,
110810,,4,0,,0,4,7,,,,,,8,,,,4,,2,1,,1,8,,6,9,,1,7,,8,6,,10,9,5,10,,,,,,6,,9,,3,9,5,,10,,4,2,4,,10,9,1,,7,,1,0,3,,,9,6,6,4,2,,,,1,,6,7,,2,,,3,8,10,7,,,5,9,,,,,,8,,,
110816,7,3,,4,,,3,,1,8,,4,4,5,,6,,4,,,,,,,3,,3,,6,7,4,,,7,6,,1,,2,4,5,,,7,5,,,5,4,2,,7,6,6,6,,2,3,7,5,5,4,8,,,5,6,4,6,,,6,,,,,,,5,9,,4,,,4,,,,3,5,8,5,5,,8,,,,,
110822,,5,4,6,,5,,5,6,,,6,,,,,6,3,5,4,,,6,3,,,,4,6,,,4,,,,,5,,,,,8,,,7,,5,6,,,,3,,6,,4,5,6,,7,,5,,,4,2,7,5,,6,,6,,,1,4,,3,,,4,5,8,,,3,,,1,7,6,,,2,7,2,6,,6,4
110827,0,,9,,9,,,,5,,,,,,3,,6,,,,,8,2,5,,1,,8,2,9,,,6,0,,2,0,8,,4,,,,9,,5,9,2,4,7,,8,,7,,,0,,9,6,,3,,10,,,,,,7,,,1,4,2,,,5,5,9,,6,,7,1,0,,3,,8,,1,,7,,,1,,,8
110831,,,,7,,3,4,,,,3,3,4,,,,,4,6,2,0,,8,,2,1,3,,8,1,3,4,1,,,2,6,,,3,,9,6,,9,,,,,1,1,,,,8,,8,,9,8,,9,1,,4,,6,5,2,8,,,,,1,,3,,,,1,4,9,7,4,,,,0,7,,8,2,0,8,,9,10,,
110841,,1,2,,,,6,1,8,6,,2,,,6,9,,7,,3,,,8,,,,,,7,,,,,4,7,2,7,8,,,4,,,3,,,,6,,,,6,,2,,,,,,,4,9,1,4,8,,,3,6,8,7,7,7,,4,,2,1,8,,2,,7,,,,,5,,7,7,,,,,1,,,,
110851,5,,,,4,,7,,3,,,,4,,,,,,5,,3,,,4,3,8,3,4,4,5,7,,5,8,6,,,5,4,6,3,5,,3,,7,,5,4,3,,5,5,4,7,,2,5,,,,,,2,,5,,4,6,7,6,,6,,,5,,,5,,,,,6,1,,4,,7,2,3,,4,7,5,,6,7,4,
110857,8,0,,8,,1,7,0,9,,9,0,4,,5,,,9,6,2,0,5,,,1,,2,,,4,,4,,,,1,8,9,,,3,,9,1,7,,,6,9,1,,,,1,9,3,,4,,5,,,0,,,,1,3,,,,,,6,,10,,1,,,,1,,9,5,,,5,2,,8,7,4,1,4,0,,9,,
110867,10,,,4,1,,,,,5,,3,,,8,7,3,,3,,9,3,7,,,,,,,2,,7,,,9,8,10,,9,6,4,7,,,,,,9,,3,,,,,,9,10,9,,,,6,,1,,5,8,9,,,,,,7,,,,,5,,,,,3,8,,,7,5,,8,,,,,10,9,9,10,2
110877,7,,,1,,,,,,,9,5,,,2,3,2,8,5,,10,0,0,,,10,9,,,,,7,,,,,3,,,9,,0,2,8,0,9,,,9,,,9,10,,2,,1,,,,9,0,,,,,1,6,9,,5,,,,10,4,,10,,,10,,0,,8,8,8,,,,1,,10,10,,,1,,,
110878,,8,4,6,3,,,,6,,,6,6,,,5,,,5,7,,5,6,,,6,6,,3,,2,3,5,5,2,2,4,,,,,7,,,6,3,,,3,,3,5,7,5,,,1,4,,,4,5,,,5,,,4,6,,6,,,,2,4,4,6,,7,,,4,6,,,4,3,3,8,5,,,6,4,,,,4,
110879,,,2,3,8,5,1,,4,,2,2,7,,,,4,7,6,7,,2,,,,,6,8,,7,,,,2,,,7,,,,,2,,,7,3,9,5,5,,,7,6,,,,6,,,6,,7,8,,,,2,,,2,2,3,,,5,6,4,,7,6,,4,2,7,9,,,6,,8,9,2,,,,,5,5,9,7
110881,10,,1,,,,7,5,4,7,2,2,,,,6,,9,5,1,,,5,,,7,,5,9,,9,8,,9,,9,,,6,7,3,,1,,,,0,9,,2,,2,,4,8,9,10,,,,,,,,,,7,,2,2,,,,,9,,9,,4,,,,,2,9,9,9,,,,,9,7,2,7,,10,,,1
110883,,,,,,6,,2,,,5,,2,2,,2,5,,,,1,8,3,,,1,,9,,7,5,6,5,,4,8,1,6,0,,,3,,5,2,8,3,3,,,3,7,3,,,1,5,2,,7,,3,4,,,,,,3,3,5,6,,3,,8,3,3,4,6,7,,5,6,6,,4,,8,,3,,5,,,6,8,2,2,5
110886,5,,5,,4,,7,,5,,,,4,5,,5,,,,,4,,7,6,,,5,,,5,5,5,5,,6,,,,6,,5,,,4,,6,4,,,,5,,5,3,,7,5,,5,5,,5,,4,,4,,5,,,,6,5,,,,5,5,5,,5,,,6,3,,,4,5,,,6,,6,,,,5,5,4
110893,,,5,7,,5,,3,8,4,8,,3,,3,,,4,,3,3,8,,,5,,,,2,3,7,,5,,7,9,5,,,7,3,9,,2,,7,1,,,,4,,,,7,7,,,,4,,4,2,,,,7,5,,,8,,7,2,,,5,4,3,,6,6,,,1,5,3,,,,,8,,9,2,3,,3,1,2
110898,,10,,,,9,,10,,,,10,,,4,,,,5,9,,8,,,,1,,,4,3,,6,0,,,10,,1,10,1,8,,,,6,5,3,,0,,2,1,9,,0,,,,10,9,5,,,,,9,,9,,1,,3,,,1,0,9,,,1,,,,1,5,1,,3,,,1,,3,,9,,,1,,
110901,,5,,,4,,6,4,5,6,8,,,,4,,5,,,6,7,3,,7,6,,,,3,7,5,5,,6,8,,5,4,,6,4,,6,5,3,,5,,,,,7,,4,,4,4,,2,,,,,,,8,,,,4,,3,4,,,,,7,5,,6,,,,,7,,5,8,,,3,,7,,6,4,,,6
110909,6,,4,,7,,1,7,3,6,2,,7,,,8,,6,,7,,1,1,3,,3,6,,,,,4,,,,,,7,,,,,6,,,3,9,6,,5,6,6,,,4,,,,8,6,,6,,9,4,4,,,,3,,3,3,,,5,,7,,6,,4,1,7,9,6,,7,1,8,9,,,,,,5,,8,8
110915,,,,6,,,6,,0,,4,,,,,7,1,,,8,,4,,1,,,1,,2,,,,6,,8,4,,5,2,,2,,10,,3,8,,4,4,1,1,,,4,,9,,,,,,,8,2,,6,,,,,6,,5,,3,7,6,8,4,10,1,,6,9,0,5,,,6,1,,,5,7,9,,,,6,
110924,,,,1,,,,,,,2,,,,3,0,,,,,,2,0,3,,,8,,3,,7,,5,,5,10,2,,9,,5,8,,8,,7,,,4,,,4,9,,,6,2,,4,4,,0,,6,2,10,8,7,3,1,2,2,,3,9,,,10,,,,9,3,,,,,6,10,1,,,,,,10,4,,,
110926,2,9,,3,,8,3,9,1,,,9,,,5,1,,1,,7,8,6,,,,3,,7,,,,6,1,6,1,9,,2,9,2,7,,1,,6,,,,,,4,,,,1,5,,,,,4,,,9,,7,,7,2,,2,4,3,,3,,8,8,2,2,,,6,2,,3,,4,,,,,,7,,8,,2,,
110935,6,,,6,,6,8,4,4,,,8,,9,,,3,3,,,2,,,2,2,9,,,1,,5,6,,,,,2,,,,,,9,,3,,,,6,4,,6,4,4,8,8,2,6,5,3,,2,8,,5,8,,,,8,,,,,,4,,,,,,7,,,,6,2,,,,2,7,,8,7,,4,,3,
110940,,,,,5,,4,6,2,,,,4,5,,4,,4,,6,4,5,,,3,,3,,4,5,5,5,6,,,3,,4,4,,3,4,8,5,,,5,4,,,,6,5,,6,,3,,,,5,,8,5,,,,,,5,4,6,5,6,,,,,3,8,,5,,,,,,,,5,6,,4,,,7,,6,7,6
110946,,4,,,,6,,8,,4,,,6,2,5,,,,,6,,3,,,7,2,,6,,6,,5,,,,,,,,4,6,,,,6,3,,,5,6,,6,6,,3,,7,,,,4,,7,,,5,3,,,2,3,,,5,6,,4,5,,,6,,3,5,9,,6,5,,8,8,3,5,3,5,6,,3,7,6
110954,,9,,2,5,8,,,1,4,,,,4,3,,5,,,8,9,2,,5,,6,7,8,2,,,,4,,,9,,,9,4,,,2,8,3,7,5,,5,9,,,9,8,,5,1,3,,,,,,7,,9,,6,,1,,,,3,,,8,,,1,9,,2,2,6,,,4,,2,,1,,,,9,,0,,9
110963,6,1,,,,,,8,,6,,1,8,0,,8,3,,7,9,8,1,1,3,7,1,6,,9,9,2,4,4,1,,,,7,,2,,1,,,8,,,6,,,7,7,7,,2,2,,,9,7,,8,8,10,3,,,5,,,,2,2,,4,7,4,,,,6,4,,8,,,9,7,,,,1,,0,9,,,7,9,
110971,,3,8,,,5,4,,,,5,,,3,,,5,,6,6,,,3,3,4,2,,,,6,5,,,2,,,2,6,1,6,,4,,6,3,6,,4,,4,,,4,,,3,5,,,6,,4,5,8,6,,3,,,4,5,7,,4,6,8,,3,,,,6,5,6,,2,,6,6,,,,,,,4,,3,,5
110980,7,,2,,,,,,8,,6,2,,5,6,,,,,,1,7,,,3,4,,,,3,,,,4,5,2,,,,,,,,,,,5,,6,,,,2,,,,,,,5,,9,1,,7,,,4,5,,,,7,,,8,3,,,,,,,,,,2,,,6,,7,4,,6,,7,9,,2
110983,6,,,6,,6,8,3,2,8,,,2,,,,2,,4,,2,,8,,,,,3,1,,6,5,,,9,7,1,3,4,,,,,,3,,1,,5,,,,,3,,,1,5,4,4,6,,,,6,,9,4,,8,,,6,,,6,,5,2,9,1,6,,,0,5,,3,8,,,,4,9,,7,,,3,
110991,,7,,,,7,4,,,,,,6,,4,2,,,,6,8,,2,,,,7,,5,,6,6,4,,,8,4,2,7,5,,,,,5,6,,,,,7,4,7,7,,6,4,5,,,6,1,,6,,,,,4,,,,,,,2,8,7,,2,7,,4,,,5,,,7,,,,,,,,,2,7,7
110992,,9,0,8,,4,9,2,,1,,7,,6,,,,6,4,,6,9,,9,,,8,3,4,3,,6,,,,,9,,,,,10,,,,,,7,5,9,,2,,,4,6,,8,2,,5,7,,1,6,4,,,,,,,,1,,,,2,,0,,,,1,4,5,,,7,,1,5,5,,,1,,1,,
111002,,,,,,,7,5,8,4,6,,4,7,,5,,,,4,,7,,,6,6,6,,,4,5,,,,,8,6,,,,,,3,,4,,,,6,,5,,4,4,,6,6,6,,4,,,,,5,,,6,,,,,6,4,5,4,,,,,,,,3,,6,4,,,,3,5,6,7,4,4,,,3,
111005,,,,,5,4,5,,,,,,6,,4,7,,,,4,6,,,,5,7,4,,,,7,,8,6,9,3,5,3,3,,4,,,,,,,5,9,,,,,,7,,6,,1,3,,,,2,8,7,4,,8,,5,6,,,,8,,,6,,,,2,6,7,7,2,,8,,,5,,7,,,,,2,4
111008,4,,4,,,,3,9,3,3,1,,5,,,2,5,2,4,,7,,4,2,,,,6,7,2,4,6,,6,1,8,,,9,,7,,2,6,,,,7,1,5,,1,6,8,2,,5,8,9,7,,1,,,,3,,,2,,,,,,1,1,,,3,3,,,,2,,2,9,,2,,5,,,,8,8,,,9,6
111010,,,4,6,7,4,,,6,,4,,,7,,5,7,4,,4,,,8,2,3,,,,,1,3,,,,,,,,3,3,,8,5,4,,3,5,,,,2,,2,,6,,7,,8,7,,,,8,4,,5,5,,,,,7,5,,,,1,6,8,,,,,,,,4,,,,6,2,,,2,,,,3
111019,8,,,2,,,6,,,,,,3,2,,2,4,7,7,,,7,2,0,,,,,8,,8,7,4,,7,,4,3,,,,4,,,4,8,,,,2,8,,2,6,8,4,,5,,,,2,2,6,,,,,2,1,,,,,,,,2,3,,,7,,,,4,,8,8,,,3,6,,9,,,,6,3
111023,7,7,,8,0,,10,,,,,,,10,6,,1,,,,,8,10,,,10,1,1,,2,,4,,,10,,0,3,2,,0,3,10,1,,,0,3,,,,,3,1,10,10,0,,,,7,0,6,,8,,10,,,,,,8,,,4,,,,,0,6,,8,,,,4,,0,0,10,5,10,,,8,,,
111030,,1,,,,5,1,6,,,1,,5,2,9,,,,,9,5,1,,1,2,6,2,9,8,,,,5,,5,0,,7,1,,,0,,8,6,4,9,6,,,,8,,7,6,,,2,,6,5,,9,9,4,3,,,7,4,,,,9,3,,,9,,,,4,,10,6,,7,6,1,,9,,,,10,8,,10,,
111033,6,,,9,,3,5,9,,,,8,,9,,10,4,,1,3,10,1,9,10,,,9,,2,3,4,3,6,10,8,,,,,,7,5,,,,,9,8,3,,8,,,1,1,10,,,6,,,,,0,,,,5,,9,,,10,8,1,2,,,8,6,,,4,5,3,,,3,1,10,,10,,9,,,0,,8,5
111038,,,6,6,,5,4,6,,,7,,,6,,,6,3,5,8,6,,,7,,,,4,,,,,6,4,3,2,3,6,,4,6,,8,,4,,8,,,,2,,7,5,,3,,3,,5,4,,,,6,6,5,,7,,,,3,5,3,,,7,5,,,,,,3,,,,,8,4,3,4,7,3,,,3,3,7
111040,,,,2,,,,,,3,2,,,4,4,0,,2,,,,2,0,,9,6,,9,2,8,7,7,5,,5,9,,0,9,5,,7,1,,2,,,,,10,,,,8,,7,1,4,,,,0,,,2,,9,6,,,,3,,,8,1,9,10,1,,9,9,,1,,,9,,,,1,,,10,,,,,7,9
111049,,7,,5,,,,,5,,7,,6,4,,6,4,,,6,9,2,,8,7,,7,6,,,,5,8,7,,,,,7,7,,2,6,,2,,6,4,7,,,6,7,,4,7,,4,2,3,7,,7,2,6,,5,4,,4,,3,4,6,,,6,,,,7,4,,,,6,5,,,4,,,7,9,2,,,2,,
111051,9,0,10,1,10,7,,1,1,10,,1,,1,,1,4,8,8,3,,9,,0,2,,1,,9,,,,5,1,,,,3,0,8,,,0,,2,,0,5,,1,,5,1,,9,,10,4,1,6,7,1,1,6,5,,,7,,1,4,4,,4,,,,2,2,,,,,4,,,8,,,,3,1,,1,9,,,,6,
111052,,,3,,3,,,,,,9,1,,,5,8,5,8,,4,,,7,8,,8,5,3,4,7,6,5,,,,3,7,5,,7,,1,7,,4,,,,,4,8,7,4,,7,,7,4,,3,,9,3,1,8,,,5,,,7,3,,,8,,,,6,5,4,3,2,,,,,6,,,6,,,,3,5,,,3,
111053,,4,10,,,,,1,2,9,6,,,,,,,,8,9,0,,2,,2,,,10,5,9,,,,,,,0,,0,5,4,,4,,,7,5,1,4,,0,,,8,,,,1,,,,2,,,8,,,,3,4,,,,4,4,10,1,3,3,9,9,8,5,7,2,,2,,9,,,,,,,2,4,1,,
111061,,5,10,6,3,,,,,9,,7,2,9,,6,1,,,,1,6,9,,,,2,,2,,,,,10,9,,0,4,3,,1,,,,2,8,1,,,1,,6,,4,,,0,,5,,,1,,1,6,,,,7,,7,9,,,4,,,,3,,,6,7,,0,5,,5,,,2,9,5,8,8,,6,,3,
111062,,,9,,,5,,,6,,8,,,,,4,,1,5,,3,,,8,,2,,6,1,9,1,,7,,,1,,,,,,5,10,,,,10,,2,8,0,7,8,,2,1,,2,,6,3,,10,10,,5,,0,8,,,,0,5,,9,1,7,5,10,,,3,,0,,,2,4,,,,2,9,,,,,,9
111072,,,,7,2,,4,7,7,2,7,6,7,,,,,,4,,7,,7,,,7,,,,5,,,5,6,,1,5,7,9,,,6,9,8,6,3,9,,,7,,5,,,,5,,4,8,,3,7,,5,,,6,,7,,,,,,,4,4,,,,4,4,3,,,6,3,2,2,9,,,3,7,2,1,1,,3,7
111080,4,,,7,,3,,,,,3,,,,,,7,4,5,3,1,9,,,,,,2,8,1,,,1,,1,,6,9,3,,6,,,4,,2,,,3,,,,2,,7,4,7,,9,8,2,,,8,,0,6,5,,8,5,8,,,,,3,1,,,1,,,,3,,3,,0,,8,8,,,8,,7,10,,
111081,1,9,,,,,2,9,,,,9,,8,,0,6,1,5,,,,,,8,,,,5,,3,,,7,0,8,3,3,10,1,,10,,,,,,,,,2,2,,,1,5,2,5,10,,,,,9,1,6,10,,2,3,1,,4,3,,0,9,,,3,7,,7,,5,,9,,2,,,,,6,8,,,3,9,
111086,4,9,7,,4,7,4,9,,4,3,9,,,,2,,,4,,,2,1,,7,,,8,,,7,,6,7,7,8,,1,8,,5,,,,,,5,,,,7,5,,,,7,,5,,4,6,,9,,,9,8,5,6,3,4,4,,5,8,,7,,,2,,,,3,,,,,,3,3,4,,,,,3,,,7
111095,,3,3,7,5,3,,,7,,,2,5,,,,,,,5,,6,,7,,6,4,3,5,,,,6,4,,,6,,3,,,,8,5,6,4,,,6,3,,,,3,7,4,,4,5,5,,,,4,,,2,,6,,,5,5,,,,3,3,7,,,3,,7,4,,,,,7,6,,,,,1,4,,,
111099,,,,,,3,,7,,2,8,,,8,,,5,5,3,6,,,,,,9,,1,2,5,3,3,6,,5,,7,6,10,4,,5,,7,,2,,,,8,,,,3,,7,1,5,,3,,,8,,6,,,4,,8,,,,6,,4,5,8,,7,3,,,,3,,3,,,,6,7,4,,2,1,1,6,5,
111102,6,,,,,,,,,8,5,,,,,,2,,3,,2,,,,,9,2,,,,7,,6,,,7,1,,,6,,4,10,,3,7,,3,,1,2,,5,4,,,,4,4,5,6,,,1,6,,,3,,,6,,,,,,,,,9,1,,8,,1,4,3,,,,2,,4,8,,8,,8,,5
111112,,1,8,4,,5,,7,1,9,1,,5,2,9,8,,,7,9,,1,2,,4,6,4,,,,2,4,,5,,,,6,1,,,,,9,,4,,6,,,,8,6,7,6,,,2,,,5,,,,4,,3,4,6,4,2,,2,,3,7,6,,7,,3,4,1,,,,,,,8,9,1,7,1,,,5,9,9,8
111117,6,,6,3,,6,5,,,5,,5,6,4,,4,,,5,,8,2,3,6,7,7,,,4,6,,,,,,7,,2,7,,5,,,,4,6,4,4,6,,8,,,5,4,6,5,,,4,6,,7,3,,8,,,,3,,,4,,8,3,7,,,,,7,3,4,,7,,5,,3,4,4,,,,,,2,6,7
111119,10,0,,,,,,2,,,3,,3,1,,,4,,,1,4,,3,0,,4,4,8,9,2,,9,4,,,10,,,,8,,,0,,6,9,0,7,,1,10,4,1,,9,,10,5,,,8,3,0,2,3,6,2,,1,,2,2,,4,10,,9,,,0,6,8,6,,,9,9,9,9,,6,5,,1,,,10,,9,2
111129,,6,,6,2,,,6,,,6,5,,,,,6,,4,5,,,7,8,,,7,,,3,3,,,,4,2,7,5,,,6,,7,,8,3,,,,,6,,6,4,,,3,,6,5,,,,4,4,,7,6,,6,4,,7,5,,,6,,6,6,3,,4,5,4,,5,3,,,6,,,,3,,,6,5,
111138,7,1,2,,,4,1,8,,6,1,1,,,9,,3,6,7,8,,,,,,,,9,,,2,5,5,,,,6,7,,,9,,,9,,,,6,,,7,,,8,3,3,,,9,6,4,7,,,,3,,6,4,2,2,2,,8,4,,,,,,6,,1,7,,,,,,,10,,,,9,5,,7,,8
111148,,9,,,,9,3,10,1,,,,6,,,,4,,4,7,,,1,,8,4,7,8,4,,6,6,,,,,3,,9,,,,1,,4,,5,,,,,3,,,,,,6,,,,,,8,1,9,,6,3,2,2,4,,,,1,,,1,,,9,6,1,6,,,,7,,,4,6,9,,,3,,,
111154,,6,,,0,,,,,3,,,,,,,4,,2,2,,2,,,,,,1,,,7,,5,10,9,4,10,3,10,5,6,,6,,,,5,8,,,9,,5,2,3,9,,,,,,,,,3,,,,6,,4,,,7,4,,,6,,2,,,6,4,7,,7,,,7,9,10,,6,,8,6,,,3
111156,0,10,8,,,4,3,,6,2,,9,5,,6,4,7,,,,,,6,9,5,3,3,4,,9,,,,,,0,,,,2,8,,,10,,2,10,1,,8,0,,8,,,,0,,10,6,,5,10,9,,,4,,8,,8,7,,5,0,9,1,,6,,,,,8,0,,,,,,,,2,,2,,0,,,9
111157,1,8,,6,7,5,3,5,5,,7,,,5,,3,7,2,6,,3,7,4,6,5,,,6,,8,,,,1,1,2,,8,,3,6,,,9,3,,,2,4,,,,7,7,3,1,0,,,,,,,9,7,5,,,,,6,,1,,,,,6,,,,,3,7,2,,2,,,8,2,1,3,,,,,1,,
111158,9,,4,3,5,5,6,,4,6,,3,6,,5,,,,5,,6,,4,3,5,,,5,,2,8,7,,9,,,,2,,,,,,1,7,7,2,8,,4,9,,3,,,,9,6,1,5,,,1,2,,,,8,,2,3,4,8,,,,8,4,,1,4,,,,9,,8,,,1,,,7,3,6,,9,7,8,
111168,6,5,,,,6,,,,,5,,,10,5,6,,,,,1,,8,1,1,10,3,,,3,,5,,,9,9,,,3,6,2,,10,4,,,,3,6,1,,,4,,9,8,,,5,4,,1,,,6,,,,,,,9,7,8,,4,,,2,,1,6,8,5,,5,,4,,,2,,,,8,,6,9,,
111171,,,5,,3,6,,4,7,,8,9,3,7,2,2,8,4,4,4,,9,,,5,,4,3,,,7,,5,7,,,5,,7,,2,9,3,2,4,,,5,4,4,,,5,2,7,,,6,,,,4,,,6,,6,4,,7,7,6,,2,6,4,,,,,4,,9,3,2,4,,,8,,,,3,9,,4,5,,2,
111173,,1,1,2,9,5,,,5,3,,,9,0,,,,8,,,,1,0,,,1,,,,,,5,4,,,,,,,2,,,,,,1,10,,6,7,,7,,,1,,,,8,,,,,,3,3,1,,,,1,1,,,,6,,6,,3,7,4,1,,,,,,,,,,7,,,,5,,9,8
111176,9,0,1,,5,,,,,,10,,3,2,,10,,,6,2,,,,,1,,1,,,7,,4,9,,,,8,,0,8,,,9,,,6,5,,9,,7,9,,,10,3,9,4,,,,,0,1,,,0,,8,,9,,,,8,,1,1,,9,1,0,3,9,,,0,7,5,7,8,,6,1,3,,,9,1,1
111184,6,2,2,,,3,,,8,,5,,5,6,6,,6,6,,,2,,8,5,,4,,,7,3,4,,4,,,2,7,,4,5,,5,7,3,8,4,,7,,2,,5,,,,5,7,6,,,,,2,,,,,,5,,6,,8,6,,7,4,,,8,2,2,7,,,6,3,,1,,,,4,,6,2,7,9,,2
111188,8,4,1,5,2,,,,7,,,,,7,8,8,5,,,,8,,7,,6,8,8,2,6,,7,,4,,8,6,9,,,6,,,,1,8,,4,,6,,,,4,,4,,9,8,,4,,7,,1,,5,8,,,,3,,,,7,1,8,,6,2,,,,4,8,9,7,6,3,,,,6,,4,,,,9,
